23 115 1
23 19 1
23 32 1
23 49 1
23 36 2
23 53 2
23 52 2
23 131 1
23 54 2
95 200 1
95 140 1
95 55 1
95 99 1
95 111 1
95 126 2
95 129 2
95 95 2
95 172 1
28 30 1
28 42 1
28 196 1
28 191 2
28 62 1
28 63 1
28 111 1
28 179 1
28 67 2
28 82 1
28 175 2
28 174 1
28 171 1
28 24 1
28 25 3
28 21 1
28 47 1
28 28 3
28 40 2
28 1 1
28 7 2
28 6 1
28 8 1
28 147 1
28 108 1
28 73 1
28 72 1
28 102 1
28 90 3
28 100 1
28 101 1
28 106 2
28 107 4
28 163 1
28 11 4
28 18 1
28 31 1
28 56 1
28 37 4
28 88 1
28 52 1
28 54 1
28 169 1
29 152 1
29 194 2
29 191 2
29 50 2
29 133 2
29 61 1
29 116 2
29 111 1
29 87 1
29 27 1
29 20 1
29 23 1
29 160 3
29 29 2
29 1 1
29 146 1
29 120 1
29 108 1
29 74 2
29 128 1
29 90 1
29 166 1
29 106 1
29 59 1
29 32 2
29 37 1
29 36 1
29 35 2
29 52 1
94 99 1
94 189 1
94 95 1
94 94 7
94 143 4
4 54 2
4 111 1
4 90 1
4 86 1
4 85 1
4 21 1
4 23 1
4 41 1
4 1 3
4 3 2
4 2 1
4 4 2
4 7 2
4 6 3
4 140 1
4 70 1
4 164 1
4 59 1
4 101 1
4 106 1
4 11 1
4 10 1
4 15 1
4 16 1
4 19 1
4 18 1
4 30 1
4 37 1
4 52 1
4 32 3
8 151 1
8 56 1
8 155 1
8 154 2
8 42 1
8 193 1
8 60 1
8 61 1
8 88 1
8 63 1
8 64 4
8 113 2
8 139 1
8 81 1
8 86 1
8 118 1
8 24 1
8 25 1
8 26 2
8 27 1
8 20 2
8 21 1
8 23 1
8 46 1
8 175 1
8 45 1
8 28 4
8 40 1
8 1 1
8 3 1
8 2 1
8 5 3
8 4 1
8 7 1
8 9 1
8 8 2
8 105 1
8 142 1
8 204 1
8 120 1
8 122 1
8 103 1
8 100 1
8 107 2
8 79 1
8 78 1
8 11 1
8 10 1
8 13 2
8 38 2
8 14 1
8 17 1
8 16 1
8 33 1
8 18 2
8 49 1
8 51 1
8 36 1
8 35 1
8 34 2
8 55 1
8 32 1
8 114 1
8 133 1
163 150 1
163 202 1
163 160 1
163 154 1
163 184 1
119 83 1
120 203 1
120 173 1
120 195 1
120 18 1
120 192 1
120 98 1
120 187 1
120 177 1
120 160 1
121 201 1
121 121 1
121 175 1
123 189 1
123 196 1
123 183 1
123 123 1
123 125 1
123 176 2
123 138 1
123 171 1
123 163 1
124 9 1
124 167 1
124 124 2
125 177 1
125 197 1
125 181 1
125 107 1
125 190 1
126 55 2
126 126 7
126 91 1
126 139 1
126 95 1
126 172 1
127 151 1
127 189 1
127 66 1
127 127 3
128 141 1
128 128 2
128 197 3
128 177 1
128 192 1
128 61 1
128 123 1
128 187 1
128 7 1
128 82 1
128 162 1
129 120 1
129 172 1
118 199 1
118 178 1
118 190 1
118 132 1
118 134 1
118 177 2
118 205 1
118 166 1
118 92 1
118 171 1
134 191 1
134 112 1
59 59 1
59 157 1
59 156 1
59 141 1
59 155 1
59 37 1
59 148 1
59 88 1
59 130 1
59 111 1
59 187 2
59 90 1
59 80 1
59 92 1
59 106 1
59 188 1
58 201 2
58 100 1
58 52 1
132 97 1
132 170 1
55 102 1
55 131 1
55 111 1
55 68 1
55 80 6
55 139 3
55 22 1
55 46 1
55 172 3
55 1 1
55 183 1
55 3 1
55 189 2
55 146 1
55 143 4
55 140 3
55 99 2
55 122 1
55 126 3
55 127 1
55 91 2
55 129 1
55 93 4
55 95 4
55 94 3
55 55 8
55 18 1
55 57 2
55 37 1
54 150 1
54 138 1
54 155 1
54 109 1
54 156 1
54 160 1
54 44 1
54 173 3
54 176 2
54 35 1
54 108 1
54 89 1
54 110 1
54 112 1
54 90 1
54 92 1
54 86 1
54 118 1
54 169 1
57 146 1
57 151 1
57 172 1
57 204 1
57 140 1
57 55 2
57 57 5
57 136 1
57 41 1
57 99 2
57 65 1
57 66 2
57 80 1
57 189 1
57 95 3
57 94 2
57 171 1
57 78 1
56 11 1
56 25 1
56 56 1
56 51 1
56 52 1
56 132 1
56 131 1
56 74 1
56 137 1
56 136 1
56 7 1
56 69 2
56 41 1
56 119 1
56 118 2
51 10 1
51 153 1
51 183 1
51 49 1
51 46 1
51 56 1
51 177 1
51 41 1
51 120 2
51 128 1
51 62 1
51 73 1
51 91 1
51 100 1
51 107 1
51 85 1
50 25 1
50 139 1
50 17 1
50 181 4
50 51 1
50 29 1
50 41 1
50 190 2
50 128 1
50 75 1
50 2 1
50 73 1
50 169 1
50 9 1
50 83 1
50 80 1
50 105 2
50 106 1
50 118 1
50 74 1
50 50 6
53 120 1
53 54 1
53 106 1
53 53 1
53 149 1
52 153 1
52 152 1
52 178 1
52 191 1
52 131 1
52 137 1
52 110 1
52 113 1
52 134 1
52 81 1
52 85 1
52 41 1
52 162 1
52 170 1
52 204 1
52 77 1
52 123 4
52 73 1
52 72 1
52 71 1
52 128 1
52 92 1
52 160 1
52 161 1
52 97 1
52 163 1
52 88 1
52 109 1
198 198 1
200 200 1
194 194 1
191 201 1
191 191 3
190 181 1
190 118 1
193 200 1
193 193 10
192 194 1
115 133 1
115 153 1
115 141 1
114 132 1
88 11 1
88 116 1
88 178 1
88 40 1
88 115 1
88 108 1
88 74 1
88 89 1
88 148 1
88 112 1
88 102 1
88 186 1
88 118 2
116 174 1
116 137 1
111 203 1
111 145 2
111 154 1
111 46 1
111 158 1
111 56 1
111 28 1
111 117 2
111 75 1
111 111 5
111 194 1
111 68 1
111 166 2
111 175 1
111 196 1
111 191 1
110 77 1
110 188 1
110 179 1
113 153 1
113 166 1
113 113 1
113 185 1
112 201 1
112 140 2
112 191 1
112 183 1
112 186 1
112 178 1
112 128 1
112 163 1
112 170 1
82 201 1
82 153 1
82 196 1
82 57 1
82 45 1
82 182 2
82 184 1
82 82 2
83 146 1
83 10 1
83 205 1
83 119 1
83 36 1
83 40 1
83 169 1
83 179 1
83 112 1
83 176 1
83 189 1
83 106 1
83 187 1
83 96 1
80 151 1
80 167 1
80 59 2
80 21 1
80 55 2
80 189 2
80 126 1
80 35 1
80 117 1
80 148 1
80 66 1
80 91 3
80 80 1
80 92 1
80 95 1
80 139 1
80 143 1
81 200 1
81 145 1
81 159 1
81 194 1
81 148 1
81 88 1
81 116 1
81 81 2
81 106 1
86 204 1
86 86 1
86 196 1
86 180 1
86 63 2
86 111 1
86 169 1
86 168 1
86 160 2
86 170 1
87 155 1
87 157 1
87 185 1
87 183 2
87 131 1
87 125 1
87 178 1
87 106 1
87 87 1
84 126 1
84 84 3
84 79 1
84 71 1
85 147 1
85 205 3
85 157 1
85 150 1
85 191 1
85 190 1
85 192 1
85 77 1
85 117 1
85 89 2
85 186 1
85 179 1
85 178 1
85 128 1
85 103 3
108 102 1
108 108 1
108 152 1
108 136 1
172 142 1
172 172 3
172 126 1
3 133 2
3 131 2
3 129 1
3 24 1
3 25 6
3 26 8
3 27 3
3 20 4
3 21 4
3 22 2
3 23 3
3 28 8
3 4 4
3 8 3
3 122 4
3 128 1
3 2 8
3 59 1
3 55 1
3 57 2
3 56 2
3 51 2
3 50 1
3 52 3
3 199 1
3 191 1
3 111 5
3 113 2
3 82 1
3 81 1
3 84 2
3 3 27
3 7 17
3 102 2
3 100 1
3 101 1
3 104 2
3 39 1
3 33 2
3 32 4
3 31 1
3 30 4
3 37 10
3 35 3
3 34 2
3 60 1
3 67 1
3 175 8
3 181 1
3 6 8
3 188 1
3 168 1
3 160 3
3 161 2
3 97 1
3 11 3
3 10 7
3 13 3
3 12 2
3 15 7
3 14 2
3 17 5
3 16 2
3 19 8
3 18 7
3 151 1
3 150 1
3 154 2
3 49 2
3 46 3
3 47 1
3 44 1
3 45 6
3 42 6
3 43 3
3 40 3
3 41 2
3 1 8
3 5 2
3 9 5
3 145 3
3 143 1
3 148 4
3 74 1
3 73 1
3 72 2
3 70 2
7 151 1
7 42 2
7 191 2
7 193 1
7 50 1
7 61 2
7 88 2
7 89 1
7 111 2
7 66 2
7 69 1
7 80 2
7 52 2
7 86 1
7 175 1
7 85 1
7 27 1
7 20 3
7 21 5
7 48 1
7 23 6
7 47 1
7 44 1
7 45 1
7 28 5
7 43 2
7 40 1
7 41 1
7 1 5
7 3 2
7 2 5
7 5 2
7 4 3
7 7 23
7 6 1
7 9 1
7 8 2
7 188 1
7 200 1
7 145 2
7 121 1
7 39 1
7 76 1
7 73 1
7 72 1
7 102 2
7 90 1
7 95 2
7 163 1
7 11 3
7 10 6
7 13 2
7 12 6
7 15 1
7 14 1
7 17 1
7 16 1
7 19 1
7 18 2
7 57 4
7 30 2
7 37 10
7 36 3
7 35 1
7 34 1
7 33 2
7 55 2
7 54 1
7 114 1
7 124 1
7 125 3
92 153 1
92 198 2
92 195 1
92 51 1
92 40 1
92 118 1
92 130 1
92 186 1
92 165 1
92 106 1
92 107 1
92 162 1
178 178 1
178 204 1
178 105 1
181 181 8
181 190 1
109 159 1
109 93 1
109 43 1
109 162 1
102 146 1
102 199 1
102 48 1
102 51 1
102 190 2
102 117 1
102 111 1
102 137 1
102 160 1
102 96 1
103 200 1
103 153 1
103 55 1
103 197 1
103 61 1
103 181 1
103 179 1
103 103 4
103 188 2
103 189 1
100 115 1
100 121 1
100 100 1
100 145 1
100 195 1
101 101 2
101 152 1
101 148 1
106 200 1
106 123 2
106 155 1
106 176 1
106 192 1
106 183 1
106 130 1
106 90 1
106 83 1
106 161 1
107 62 1
107 74 1
104 197 2
104 106 1
104 198 1
104 104 1
105 153 1
105 199 1
105 40 1
105 89 1
105 186 1
105 205 1
105 84 1
105 163 1
39 39 2
39 141 1
39 134 2
39 158 1
39 44 1
39 56 1
39 51 1
39 190 1
39 35 1
39 34 1
39 77 1
39 102 1
39 131 1
39 74 1
39 73 1
39 70 1
39 82 1
39 186 1
39 177 1
39 191 1
38 152 1
38 196 1
38 115 1
38 131 1
38 64 3
38 65 1
38 82 1
38 87 1
38 25 2
38 21 1
38 49 1
38 28 1
38 41 1
38 99 1
38 98 1
38 108 2
38 124 1
38 125 1
38 70 2
38 106 1
38 97 1
38 96 1
38 59 1
38 76 1
38 55 1
38 57 1
38 51 1
38 75 1
33 20 1
33 21 1
33 54 1
33 98 1
33 63 1
33 7 1
33 155 1
33 161 1
33 104 1
32 164 1
32 157 1
32 191 1
32 60 2
32 102 1
32 88 1
32 89 1
32 69 1
32 86 2
32 118 1
32 26 1
32 27 1
32 23 1
32 47 3
32 87 1
32 183 1
32 187 1
32 7 1
32 185 1
32 145 1
32 142 1
32 120 1
32 128 1
32 106 1
32 10 1
32 18 2
32 56 2
32 37 1
32 36 1
32 131 1
32 32 1
31 150 1
31 155 1
31 37 1
31 191 1
31 133 1
31 114 1
31 62 2
31 117 2
31 67 1
31 82 1
31 138 1
31 173 1
31 85 1
31 27 1
31 49 1
31 42 1
31 41 1
31 1 1
31 5 1
31 6 1
31 9 2
31 188 1
31 202 1
31 142 1
31 77 1
31 108 1
31 102 2
31 90 2
31 92 1
31 106 1
31 11 2
31 120 1
31 39 1
31 38 1
31 31 2
31 51 1
31 50 1
31 53 1
31 103 1
30 144 1
30 27 1
30 141 1
30 33 1
30 54 1
30 30 1
30 50 1
30 41 1
30 60 1
30 132 1
30 108 1
30 145 1
30 111 1
30 113 1
30 194 1
30 83 1
30 100 1
30 86 1
30 29 1
30 166 1
30 163 1
37 152 4
37 155 1
37 113 1
37 60 1
37 128 1
37 88 1
37 89 2
37 111 1
37 53 2
37 66 1
37 112 1
37 80 2
37 173 1
37 27 1
37 21 1
37 23 1
37 45 1
37 42 2
37 29 1
37 40 2
37 2 1
37 186 1
37 7 2
37 185 1
37 204 1
37 148 1
37 98 1
37 74 3
37 124 1
37 125 4
37 70 1
37 102 1
37 100 1
37 106 3
37 97 1
37 163 1
37 11 1
37 10 1
37 38 1
37 14 1
37 55 1
37 31 1
37 49 1
37 37 6
37 50 1
37 35 1
37 52 3
37 135 1
37 116 1
36 194 1
36 112 1
36 192 1
36 60 1
36 128 1
36 62 1
36 130 2
36 53 3
36 117 1
36 67 2
36 108 1
36 83 1
36 81 1
36 87 3
36 85 1
36 123 1
36 49 1
36 46 1
36 44 1
36 28 1
36 41 1
36 3 1
36 186 1
36 6 1
36 145 1
36 205 1
36 204 1
36 141 2
36 148 1
36 120 1
36 75 1
36 74 1
36 118 1
36 102 2
36 103 1
36 166 1
36 106 1
36 94 2
36 162 1
36 11 1
36 115 1
36 38 1
36 132 1
36 54 2
36 37 1
36 36 2
36 35 1
36 34 1
36 109 1
36 88 2
36 110 1
35 151 1
35 155 2
35 113 1
35 157 1
35 163 1
35 190 2
35 193 1
35 50 1
35 60 1
35 61 1
35 63 1
35 66 1
35 178 1
35 82 1
35 205 1
35 80 1
35 174 1
35 87 2
35 84 1
35 27 1
35 21 1
35 48 2
35 108 1
35 42 2
35 29 1
35 41 1
35 169 2
35 181 2
35 116 1
35 104 1
35 133 1
35 8 1
35 105 1
35 166 1
35 146 1
35 200 1
35 145 2
35 142 1
35 109 2
35 191 2
35 120 4
35 98 1
35 75 2
35 74 2
35 73 1
35 72 1
35 102 2
35 165 1
35 93 1
35 92 1
35 106 4
35 94 1
35 97 1
35 96 1
35 118 1
35 115 2
35 39 1
35 12 1
35 59 1
35 55 1
35 32 1
35 31 1
35 30 1
35 51 2
35 36 3
35 35 2
35 167 1
35 89 3
35 54 1
35 57 1
35 125 3
34 195 1
34 62 1
34 29 1
34 88 2
34 63 2
34 135 1
34 176 1
34 80 1
34 138 1
34 87 1
34 85 1
34 25 1
34 44 1
34 43 1
34 7 1
34 34 1
34 77 1
34 74 1
34 124 2
34 128 1
34 167 1
34 160 2
34 162 1
34 36 2
34 117 2
34 52 1
34 50 1
162 163 1
176 176 3
176 205 1
60 32 1
60 88 2
60 130 1
60 59 1
60 67 1
61 203 1
61 58 1
61 109 1
61 141 2
61 57 1
61 61 1
61 88 1
61 74 1
61 125 1
61 184 1
61 128 1
61 85 1
62 146 1
62 61 1
62 131 1
62 74 1
62 86 1
62 105 1
63 144 1
63 199 1
63 48 1
63 54 1
63 149 1
63 88 2
63 169 1
63 184 1
63 185 1
63 128 1
63 85 1
64 124 1
64 92 1
64 64 1
64 143 1
64 183 1
65 151 1
65 205 1
65 140 1
65 191 1
65 99 2
65 65 13
65 66 1
65 80 1
65 94 1
66 39 1
66 55 1
66 139 2
66 66 1
66 127 3
66 91 2
66 129 2
66 80 1
66 189 2
66 87 1
66 104 1
67 11 1
67 151 1
67 152 1
67 191 2
67 42 1
67 117 1
67 108 1
67 109 1
67 67 1
67 131 1
67 97 1
68 201 1
68 195 1
68 102 1
68 117 1
68 123 1
68 68 1
68 90 1
68 163 1
68 160 1
68 105 1
69 24 1
69 25 1
69 6 1
69 114 1
69 70 1
69 165 2
69 87 1
174 174 2
174 205 1
173 204 1
177 128 1
177 177 1
171 190 1
170 180 1
183 156 1
180 180 1
2 56 3
2 81 1
2 42 1
2 112 1
2 191 1
2 50 1
2 133 1
2 88 1
2 49 2
2 66 1
2 67 1
2 82 1
2 69 1
2 139 2
2 52 2
2 87 2
2 84 1
2 25 3
2 26 9
2 27 2
2 20 3
2 21 1
2 22 1
2 23 2
2 46 4
2 44 2
2 45 1
2 28 5
2 29 4
2 40 2
2 41 1
2 1 8
2 3 12
2 2 7
2 5 3
2 4 2
2 7 15
2 6 5
2 9 1
2 8 3
2 51 5
2 147 2
2 39 1
2 120 2
2 122 1
2 38 1
2 124 1
2 71 1
2 70 1
2 102 1
2 166 1
2 192 1
2 107 1
2 97 1
2 96 2
2 11 4
2 10 7
2 13 3
2 12 7
2 15 4
2 16 2
2 19 2
2 18 4
2 31 4
2 30 2
2 37 6
2 36 3
2 53 2
2 34 2
2 55 5
2 32 5
2 136 1
187 202 1
6 150 1
6 56 1
6 155 1
6 113 2
6 200 1
6 112 1
6 191 1
6 115 1
6 62 1
6 111 2
6 65 1
6 66 1
6 67 1
6 83 1
6 81 1
6 87 2
6 198 1
6 24 1
6 25 2
6 26 1
6 27 4
6 21 1
6 22 3
6 23 1
6 46 1
6 106 1
6 28 1
6 29 2
6 40 2
6 107 1
6 1 3
6 3 1
6 5 1
6 7 3
6 6 3
6 9 2
6 8 1
6 146 1
6 147 1
6 120 2
6 77 1
6 123 1
6 73 1
6 70 2
6 164 1
6 90 1
6 93 2
6 95 2
6 94 1
6 104 1
6 78 1
6 11 2
6 10 1
6 13 3
6 12 3
6 201 1
6 14 1
6 17 5
6 16 1
6 33 3
6 18 4
6 31 3
6 49 1
6 37 3
6 36 1
6 35 2
6 55 4
6 57 1
6 133 1
188 90 1
188 188 2
189 189 1
189 127 1
179 179 2
99 151 1
99 120 1
99 143 1
99 99 5
99 111 1
99 102 1
99 139 1
98 144 1
98 205 1
98 195 1
98 98 1
98 109 1
98 72 2
98 163 1
168 167 1
91 55 2
91 99 1
91 136 1
91 126 2
91 91 4
91 129 1
91 139 1
91 94 1
90 200 1
90 205 1
90 67 1
90 191 2
90 193 1
90 60 1
90 63 1
90 168 2
90 72 1
90 134 3
90 90 1
90 188 2
90 174 1
90 173 1
166 166 4
166 38 1
166 188 1
167 182 1
167 167 2
167 111 1
160 203 1
160 155 1
160 204 1
160 86 1
160 29 1
160 128 1
160 160 1
97 152 1
97 204 1
97 156 1
97 44 1
97 190 1
97 183 1
97 186 1
97 110 1
97 178 1
97 138 1
97 106 1
97 197 1
96 57 1
96 101 1
96 88 1
96 193 1
11 133 2
11 131 2
11 165 1
11 138 1
11 26 1
11 27 1
11 21 1
11 22 1
11 28 6
11 29 1
11 8 1
11 123 1
11 124 1
11 128 2
11 129 2
11 54 3
11 57 2
11 56 1
11 50 1
11 53 2
11 52 5
11 199 1
11 115 1
11 88 1
11 89 1
11 111 4
11 110 1
11 113 1
11 112 3
11 83 3
11 80 1
11 86 2
11 87 6
11 84 1
11 85 1
11 108 2
11 109 1
11 102 1
11 103 1
11 100 1
11 106 1
11 105 1
11 38 1
11 33 1
11 32 4
11 31 1
11 37 3
11 36 1
11 35 3
11 34 2
11 66 1
11 67 1
11 173 2
11 181 3
11 2 1
11 167 1
11 6 2
11 98 1
11 168 1
11 164 1
11 90 1
11 92 1
11 95 1
11 163 1
11 11 3
11 10 1
11 12 3
11 15 5
11 17 2
11 19 1
11 18 1
11 204 1
11 155 1
11 154 1
11 156 1
11 49 2
11 47 1
11 44 1
11 42 3
11 43 2
11 40 1
11 41 4
11 200 1
11 142 5
11 143 1
11 141 1
11 77 2
11 75 3
11 74 4
11 72 1
11 71 1
11 70 1
11 79 2
11 78 1
10 56 1
10 154 1
10 42 2
10 191 1
10 43 2
10 60 1
10 137 1
10 52 1
10 171 1
10 85 1
10 25 1
10 26 6
10 27 1
10 20 1
10 22 1
10 46 5
10 47 1
10 28 1
10 29 1
10 40 1
10 2 1
10 5 1
10 7 2
10 6 2
10 8 2
10 51 1
10 200 1
10 142 1
10 109 1
10 77 1
10 75 1
10 38 1
10 73 1
10 70 1
10 102 1
10 59 1
10 167 1
10 101 1
10 162 1
10 11 1
10 10 2
10 13 1
10 12 4
10 15 1
10 16 2
10 55 2
10 18 1
10 57 1
10 30 1
10 37 4
10 36 1
10 34 1
10 74 1
13 155 1
13 195 1
13 115 1
13 164 1
13 88 3
13 130 2
13 64 1
13 66 2
13 67 1
13 69 2
13 81 1
13 86 1
13 87 1
13 84 2
13 24 4
13 25 1
13 26 2
13 27 2
13 20 5
13 23 1
13 45 1
13 28 1
13 43 1
13 40 1
13 181 1
13 5 1
13 171 1
13 184 1
13 6 2
13 201 1
13 145 1
13 142 1
13 143 1
13 174 2
13 148 1
13 99 1
13 76 2
13 73 1
13 70 1
13 102 2
13 93 1
13 167 4
13 161 1
13 79 1
13 11 1
13 10 1
13 13 1
13 38 2
13 15 1
13 121 1
13 19 1
13 54 2
13 31 1
13 51 1
13 36 3
13 53 1
13 33 1
13 124 1
12 150 1
12 132 1
12 155 1
12 42 1
12 196 1
12 191 1
12 60 1
12 82 1
12 89 1
12 110 1
12 66 1
12 68 1
12 69 1
12 139 1
12 138 1
12 152 1
12 87 2
12 84 1
12 85 1
12 123 1
12 27 2
12 21 2
12 22 1
12 23 2
12 44 1
12 28 3
12 29 1
12 130 1
12 1 1
12 2 2
12 7 1
12 6 2
12 188 1
12 96 1
12 51 1
12 141 1
12 98 1
12 75 2
12 38 3
12 73 1
12 125 1
12 70 2
12 102 1
12 103 1
12 166 1
12 107 2
12 78 1
12 11 5
12 10 1
12 13 3
12 12 1
12 59 1
12 48 2
12 16 1
12 55 2
12 54 1
12 31 1
12 30 2
12 37 3
12 35 1
12 116 2
12 114 1
15 152 1
15 155 1
15 42 2
15 191 2
15 29 1
15 60 2
15 132 1
15 62 1
15 130 1
15 111 1
15 117 1
15 69 2
15 138 2
15 118 1
15 84 1
15 85 1
15 24 2
15 25 1
15 26 1
15 20 1
15 23 2
15 47 1
15 28 1
15 43 1
15 161 1
15 1 2
15 2 1
15 7 1
15 170 1
15 166 1
15 204 1
15 39 1
15 181 1
15 38 1
15 100 1
15 106 1
15 107 1
15 13 1
15 12 1
15 15 4
15 55 2
15 18 2
15 31 1
15 49 2
15 51 1
15 88 1
15 34 1
15 74 1
15 32 2
14 159 1
14 88 1
14 63 1
14 64 1
14 179 1
14 69 2
14 139 1
14 86 1
14 175 1
14 27 2
14 21 1
14 22 1
14 42 2
14 43 1
14 3 1
14 9 1
14 8 1
14 203 1
14 202 1
14 98 1
14 169 1
14 71 1
14 13 1
14 38 1
14 14 2
14 17 1
14 19 1
14 18 1
14 57 1
14 56 1
14 50 2
14 53 1
14 52 1
14 131 1
14 48 1
14 111 2
17 146 1
17 200 1
17 12 1
17 22 2
17 38 1
17 18 1
17 112 1
17 191 4
17 190 1
17 35 1
17 41 1
17 108 1
17 2 1
17 73 1
17 84 1
17 7 3
17 6 1
17 145 2
17 149 1
17 79 1
17 105 1
16 201 1
16 70 1
16 62 1
16 67 2
16 82 1
16 27 2
16 20 1
16 21 1
16 29 1
16 40 1
16 146 1
16 147 1
16 76 1
16 127 1
16 93 1
16 101 1
16 15 1
16 58 1
16 16 1
16 19 1
16 31 1
16 56 1
16 51 1
16 35 2
16 52 1
19 153 1
19 191 1
19 50 1
19 104 1
19 89 1
19 111 1
19 82 1
19 69 1
19 175 1
19 118 1
19 84 1
19 170 1
19 24 1
19 20 1
19 21 1
19 22 1
19 160 1
19 44 1
19 43 2
19 181 1
19 97 1
19 7 1
19 192 1
19 148 1
19 121 1
19 72 1
19 70 2
19 128 1
19 100 3
19 101 1
19 106 3
19 79 2
19 38 1
19 19 1
19 18 1
19 31 2
19 56 1
19 37 1
19 36 1
19 34 1
19 55 1
19 116 2
19 57 1
19 125 1
18 150 1
18 154 1
18 157 1
18 54 1
18 28 2
18 178 1
18 191 1
18 50 1
18 115 1
18 132 1
18 116 1
18 111 2
18 53 3
18 113 1
18 83 1
18 82 1
18 69 1
18 80 1
18 52 1
18 87 1
18 25 6
18 27 1
18 20 1
18 49 3
18 108 1
18 175 3
18 42 1
18 29 3
18 41 2
18 181 1
18 187 1
18 7 1
18 194 1
18 9 1
18 188 1
18 163 1
18 51 1
18 203 1
18 184 1
18 120 2
18 148 1
18 77 1
18 76 1
18 75 1
18 74 2
18 72 2
18 129 1
18 102 1
18 103 1
18 107 1
18 79 1
18 96 2
18 10 1
18 12 1
18 14 2
18 98 3
18 55 1
18 18 2
18 31 2
18 37 1
18 36 3
18 35 1
18 34 2
18 32 2
18 57 1
117 139 1
117 75 1
117 111 2
117 117 1
117 193 1
89 173 1
89 160 2
89 191 1
89 120 1
89 75 1
89 89 1
89 73 1
89 176 1
89 80 1
89 86 1
204 204 2
151 151 1
151 140 1
150 147 1
